t,dt,desired_v,left,right,distance,state,meas_left,meas_right,err,adapt_gain
0.000,0.000,0.30,1.00,1.00,1.00,Run,0.000,0.000,0.3000,1.000
0.013,0.013,0.30,-0.29,-0.29,1.00,Run,-0.012,-0.012,0.3120,1.000
0.023,0.010,0.30,0.24,0.24,1.00,Run,-0.004,-0.004,0.3035,1.000
0.035,0.013,0.30,-0.00,-0.00,1.00,Run,-0.003,-0.003,0.3035,1.000
0.047,0.011,0.30,0.10,0.10,1.00,Run,0.000,0.000,0.2998,1.000
0.058,0.012,0.30,0.05,0.05,1.00,Run,0.002,0.002,0.2978,1.000
0.070,0.012,0.30,0.07,0.07,1.00,Run,0.005,0.005,0.2952,1.000
0.083,0.013,0.30,0.06,0.06,1.00,Run,0.007,0.007,0.2929,1.000
0.096,0.013,0.30,0.06,0.06,1.00,Run,0.009,0.009,0.2906,1.000
0.108,0.013,0.30,0.06,0.06,1.00,Run,0.012,0.012,0.2885,1.000
0.121,0.013,0.30,0.06,0.06,1.00,Run,0.014,0.014,0.2864,1.000
0.133,0.012,0.30,0.06,0.06,1.00,Run,0.015,0.015,0.2845,1.000
0.145,0.013,0.30,0.06,0.06,1.00,Run,0.017,0.017,0.2827,1.000
0.157,0.012,0.30,0.06,0.06,1.00,Run,0.019,0.019,0.2810,1.000
0.169,0.013,0.30,0.06,0.06,1.00,Run,0.021,0.021,0.2793,1.000
0.182,0.013,0.30,0.06,0.06,1.00,Run,0.022,0.022,0.2777,1.000
0.194,0.012,0.30,0.06,0.06,1.00,Run,0.024,0.024,0.2762,1.000
0.205,0.011,0.30,0.06,0.06,1.00,Run,0.025,0.025,0.2748,1.000
0.218,0.013,0.30,0.06,0.06,1.00,Run,0.027,0.027,0.2734,1.000
0.230,0.013,0.30,0.06,0.06,1.00,Run,0.028,0.028,0.2720,1.000
0.243,0.013,0.30,0.06,0.06,1.00,Run,0.029,0.029,0.2707,1.000
0.255,0.013,0.30,0.06,0.06,1.00,Run,0.031,0.031,0.2694,1.000
0.268,0.012,0.30,0.06,0.06,1.00,Run,0.032,0.032,0.2682,1.000
