t,dt,desired_v,left,right,distance,state,meas_left,meas_right,err,adapt_gain
0.000,0.000,0.30,1.00,1.00,1.00,Run,0.000,0.000,0.3000,1.000
0.013,0.013,0.30,-0.30,-0.30,1.00,Run,-0.012,-0.012,0.3124,1.000
0.024,0.012,0.30,0.20,0.20,1.00,Run,-0.004,-0.004,0.3043,1.000
0.036,0.012,0.30,-0.01,-0.01,1.00,Run,-0.004,-0.004,0.3044,1.000
0.046,0.010,0.30,0.08,0.08,1.00,Run,-0.002,-0.002,0.3016,1.000
0.059,0.013,0.30,0.04,0.04,1.00,Run,-0.000,-0.000,0.3000,1.000
0.071,0.013,0.30,0.05,0.05,1.00,Run,0.002,0.002,0.2979,1.000
0.084,0.012,0.30,0.04,0.04,1.00,Run,0.004,0.004,0.2963,1.000
0.096,0.013,0.30,0.04,0.04,1.00,Run,0.005,0.005,0.2946,1.000
0.107,0.010,0.30,0.04,0.04,1.00,Run,0.007,0.007,0.2933,1.000
0.118,0.012,0.30,0.04,0.04,1.00,Run,0.008,0.008,0.2919,1.000
0.131,0.012,0.30,0.04,0.04,1.00,Run,0.009,0.009,0.2905,1.000
0.143,0.013,0.30,0.04,0.04,1.00,Run,0.011,0.011,0.2892,1.000
0.154,0.010,0.30,0.04,0.04,1.00,Run,0.012,0.012,0.2881,1.000
0.166,0.012,0.30,0.04,0.04,1.00,Run,0.013,0.013,0.2870,1.000
0.178,0.012,0.30,0.04,0.04,1.00,Run,0.014,0.014,0.2859,1.000
0.190,0.012,0.30,0.04,0.04,1.00,Run,0.015,0.015,0.2849,1.000
0.202,0.013,0.30,0.04,0.04,1.00,Run,0.016,0.016,0.2839,1.000
0.214,0.011,0.30,0.04,0.04,1.00,Run,0.017,0.017,0.2830,1.000
0.226,0.013,0.30,0.04,0.04,1.00,Run,0.018,0.018,0.2820,1.000
0.239,0.012,0.30,0.04,0.04,1.00,Run,0.019,0.019,0.2812,1.000
0.251,0.013,0.30,0.04,0.04,1.00,Run,0.020,0.020,0.2803,1.000
0.264,0.013,0.30,0.04,0.04,1.00,Run,0.021,0.021,0.2795,1.000
0.276,0.012,0.30,0.04,0.04,1.00,Run,0.021,0.021,0.2787,1.000
0.289,0.013,0.30,0.04,0.04,1.00,Run,0.022,0.022,0.2780,1.000
0.301,0.013,0.30,0.04,0.04,1.00,Run,0.023,0.023,0.2773,1.000
0.313,0.012,0.30,0.04,0.04,1.00,Run,0.023,0.023,0.2766,1.000
0.327,0.013,0.30,0.04,0.04,1.00,Run,0.024,0.024,0.2759,1.000
0.339,0.013,0.30,0.04,0.04,1.00,Run,0.025,0.025,0.2753,1.000
0.352,0.013,0.30,0.04,0.04,1.00,Run,0.025,0.025,0.2747,1.000
0.365,0.014,0.30,0.04,0.04,1.00,Run,0.026,0.026,0.2741,1.000
0.377,0.011,0.30,0.04,0.04,1.00,Run,0.026,0.026,0.2736,1.000
0.392,0.015,0.30,0.04,0.04,1.00,Run,0.027,0.027,0.2730,1.000
0.404,0.012,0.30,0.04,0.04,1.00,Run,0.028,0.028,0.2725,1.000
0.415,0.012,0.30,0.04,0.04,1.00,Run,0.028,0.028,0.2721,1.000
0.429,0.014,0.30,0.04,0.04,1.00,Run,0.028,0.028,0.2716,1.000
0.441,0.013,0.30,0.04,0.04,1.00,Run,0.029,0.029,0.2711,1.000
0.452,0.010,0.30,0.04,0.04,1.00,Run,0.029,0.029,0.2708,1.000
